ID	A1	A2	B1	B2	gene_name
ENSG00000167748	7	5	6	3	KLK1
ENSG00000204282	5	3	10	3	TNRC6C-AS1
ENSG00000259746	8	3	7	3	HSPE1P3
ENSG00000148082	4	11	2	4	SHC3
ENSG00000280758	16	0	4	1	AL356481.3
ENSG00000276740	8	2	8	3	AL445649.1
ENSG00000197142	5	5	5	6	ACSL5
ENSG00000224287	1	1	10	9	MSL3P1
ENSG00000280149	9	8	3	1	AC004877.2
ENSG00000278344	2	2	5	12	AC063943.1
ENSG00000211698	8	8	4	1	TRGV4
ENSG00000260318	5	11	1	4	COX6CP1
ENSG00000232139	7	8	3	3	LINC00867
ENSG00000279138	9	5	3	4	AP002847.1
ENSG00000258944	1	5	6	9	AC004846.2
ENSG00000203356	6	6	5	4	LINC01562
ENSG00000273308	3	7	3	8	AC024560.3
ENSG00000175592	3	4	9	5	FOSL1
ENSG00000145975	2	10	1	8	FAM217A
ENSG00000145113	7	7	4	3	MUC4
ENSG00000255933	10	3	6	2	AC117500.2
ENSG00000206341	8	3	5	5	HLA-H
ENSG00000231233	7	5	8	1	CFAP58-AS1
ENSG00000276077	9	6	2	4	CU633904.1
ENSG00000235213	11	7	2	1	OR6E1P
ENSG00000271806	8	7	2	4	AL590822.2
ENSG00000203804	1	8	6	6	ADAMTSL4-AS1
ENSG00000227456	6	1	8	6	LINC00310
ENSG00000255435	4	8	3	6	AP001267.3
ENSG00000249509	2	8	6	5	AC023886.1
ENSG00000269794	0	16	0	5	AC010642.1
ENSG00000231468	3	4	5	9	PRDX3P2
ENSG00000227218	0	3	9	9	AL157935.1
ENSG00000211644	0	10	7	4	IGLV1-51
ENSG00000143603	8	0	5	8	KCNN3
ENSG00000280122	8	6	5	2	AC016168.3
ENSG00000263219	10	5	5	1	RYKP1
ENSG00000207313	2	11	2	6	SNORA2B
ENSG00000252061	5	8	4	4	RNU6-415P
ENSG00000280639	2	13	1	5	LINC02204
ENSG00000174945	1	7	2	11	AMZ1
ENSG00000281691	9	4	2	6	RBM5-AS1
ENSG00000232295	8	8	2	3	AL589935.1
ENSG00000203852	12	5	4	0	HIST2H3A
ENSG00000273747	9	5	0	7	AC022558.3
ENSG00000119919	7	6	4	4	NKX2-3
ENSG00000267026	9	1	6	5	AL136084.2
ENSG00000135437	6	5	0	10	RDH5
ENSG00000214369	8	5	7	1	AC009967.1
ENSG00000255154	2	4	2	13	HTD2
ENSG00000283108	14	2	4	1	AC011451.3
ENSG00000271714	5	4	6	6	AC010501.1
ENSG00000278875	6	8	4	3	AC025809.2
ENSG00000264365	6	10	2	3	AC023983.1
ENSG00000224629	6	2	5	8	AC004975.1
ENSG00000226578	7	4	4	6	AL132657.1
ENSG00000230162	15	4	0	2	CT45A11P
ENSG00000273712	7	6	6	2	AL021997.2
ENSG00000101542	3	6	3	9	CDH20
ENSG00000229558	10	8	1	2	SACS-AS1
ENSG00000226669	13	6	0	2	AL354977.1
ENSG00000123009	2	10	8	1	NME2P1
ENSG00000260988	6	12	0	3	AC090260.1
ENSG00000256940	11	3	2	5	AP001453.2
ENSG00000284052	3	7	5	6	AC006460.2
ENSG00000251692	1	7	3	10	PTX4
ENSG00000249493	11	5	3	2	ANKRD20A18P
ENSG00000080573	10	3	3	5	COL5A3
ENSG00000241293	0	6	5	10	PPATP1
ENSG00000273254	6	5	4	6	AF129075.2
ENSG00000244357	5	8	3	5	RN7SL145P
ENSG00000133246	10	4	3	4	PRAM1
ENSG00000282416	10	1	3	7	AC092299.1
ENSG00000248641	6	8	2	5	HMGA1P2
ENSG00000175697	12	5	1	3	GPR156
ENSG00000255200	4	6	9	2	PGAM1P8
ENSG00000233205	4	7	4	6	AC108479.1
ENSG00000224174	1	9	5	6	AL137802.1
ENSG00000231084	3	7	7	4	RPL22P24
ENSG00000160179	8	4	7	2	ABCG1
ENSG00000248483	5	6	2	8	POU5F2
ENSG00000261141	7	3	1	10	AC092718.5
ENSG00000258982	1	4	13	3	AL133523.1
ENSG00000183067	3	3	3	12	IGSF5
ENSG00000276188	3	4	7	7	AC069234.4
ENSG00000274698	10	8	1	2	AC099521.1
ENSG00000226986	5	6	7	3	AC092017.1
ENSG00000133107	1	8	8	4	TRPC4
ENSG00000241106	6	5	7	3	HLA-DOB
ENSG00000279170	5	7	6	3	AL137784.3
ENSG00000279923	10	4	3	4	AC022417.1
ENSG00000116194	0	4	11	6	ANGPTL1
ENSG00000271730	11	4	2	4	AL390208.1
ENSG00000230750	0	12	7	2	SDAD1P2
ENSG00000229018	4	14	2	1	PMS2P7
ENSG00000207342	14	2	0	5	RF00019
ENSG00000272320	8	2	7	4	AL445309.1
ENSG00000244578	1	9	6	5	LINC01391
ENSG00000265008	8	7	5	1	AC011825.4
ENSG00000118160	5	3	4	9	SLC8A2
ENSG00000184497	5	6	7	3	TMEM255B
ENSG00000234329	6	4	4	7	AL604028.2
ENSG00000167183	3	13	2	3	PRR15L
ENSG00000273771	11	6	2	2	AC024337.2
ENSG00000272017	11	2	4	4	AL137784.2
ENSG00000229487	1	12	7	1	ALG13-AS1
ENSG00000278075	7	6	1	6	AC114341.1
ENSG00000237133	11	4	0	5	AC020594.1
ENSG00000268412	3	5	4	8	TRMT112P6
ENSG00000213406	3	4	7	6	ANXA2P1
ENSG00000218996	6	3	3	8	ARL4AP5
ENSG00000254561	8	7	3	2	AP003393.1
ENSG00000266155	2	4	0	14	AC103810.4
ENSG00000274620	3	11	6	0	MIR378J
ENSG00000228084	8	6	3	3	AC118553.1
ENSG00000278982	7	4	4	5	AL139125.2
ENSG00000173662	8	2	7	3	TAS1R1
ENSG00000249249	13	1	3	3	AC010226.1
ENSG00000232439	2	3	5	10	RPL18AP7
ENSG00000237351	2	8	1	9	AL513366.1
ENSG00000254855	3	4	4	9	AP001107.8
ENSG00000225447	5	8	1	6	RPS15AP10
ENSG00000260691	8	0	5	7	ANKRD20A1
ENSG00000162992	0	6	8	6	NEUROD1
ENSG00000278740	5	9	2	4	AC005332.8
ENSG00000147676	0	4	9	7	MAL2
ENSG00000281756	15	1	2	2	C2-AS1
ENSG00000285269	9	5	0	6	AL160269.1
ENSG00000225171	10	3	5	2	DUTP6
ENSG00000256747	6	2	7	5	AC009511.2
ENSG00000265443	0	16	1	3	AC127024.3
ENSG00000187017	0	4	9	7	ESPN
ENSG00000166863	9	0	9	2	TAC3
ENSG00000166866	6	4	5	5	MYO1A
ENSG00000214374	20	0	0	0	RPLP2P1
ENSG00000266256	3	5	5	7	LINC00683
ENSG00000142959	4	10	1	5	BEST4
ENSG00000106648	4	9	5	2	GALNTL5
ENSG00000167105	0	9	9	2	TMEM92
ENSG00000187556	2	8	6	4	NANOS3
ENSG00000230154	2	2	4	12	AC018463.1
ENSG00000157150	2	7	6	5	TIMP4
ENSG00000181381	2	4	4	10	DDX60L
ENSG00000251593	6	5	2	7	MSNP1
ENSG00000200924	5	4	5	6	RNU6-1048P
ENSG00000224928	4	2	6	8	KRT8P30
ENSG00000215559	5	0	10	5	ANKRD20A11P
ENSG00000124107	2	4	8	6	SLPI
ENSG00000251739	4	6	5	5	RNU6-1053P
ENSG00000175189	4	6	4	6	INHBC
ENSG00000231638	8	7	1	4	LUARIS
ENSG00000233008	3	4	2	11	LINC01725
ENSG00000225871	4	11	3	2	AC245100.2
ENSG00000258884	11	3	3	3	LINC02321
ENSG00000283980	0	11	2	7	GNG14
ENSG00000272405	11	5	1	3	AL365181.3
ENSG00000258891	5	6	2	7	AC005480.1
ENSG00000256538	11	5	3	1	AC046130.2
ENSG00000166800	4	9	2	5	LDHAL6A
ENSG00000236792	1	5	9	5	AL513175.2
ENSG00000257052	2	2	5	11	AP003721.4
ENSG00000230216	3	10	3	4	HSPB1P2
ENSG00000136872	11	9	0	0	ALDOB
ENSG00000272130	14	4	0	2	AC091946.2
ENSG00000233170	2	3	8	7	AC138356.2
ENSG00000229582	11	8	1	0	AL358074.1
ENSG00000262966	1	4	7	8	AC005695.1
ENSG00000100285	4	6	0	10	NEFH
ENSG00000182890	0	10	2	8	GLUD2
ENSG00000253921	7	6	4	3	AC091982.1
ENSG00000132334	3	5	7	5	PTPRE
ENSG00000267365	7	4	6	3	KCNJ2-AS1
ENSG00000256304	3	4	3	10	CCDC150P1
ENSG00000253341	2	4	9	5	AC115837.1
ENSG00000235848	14	0	4	2	RMDN2-AS1
ENSG00000254634	5	10	0	5	SMG1P6
ENSG00000247402	3	6	4	7	AC099487.1
ENSG00000235748	12	3	2	3	SEPT14P12
ENSG00000162873	6	1	8	5	KLHDC8A
ENSG00000233912	1	8	6	5	AC026202.2
ENSG00000275449	7	3	4	6	MIR6859-3
ENSG00000234478	6	2	7	5	ACBD3-AS1
ENSG00000149654	7	3	8	2	CDH22
ENSG00000206228	3	7	5	5	HNRNPA1P4
ENSG00000138316	9	7	3	1	ADAMTS14
ENSG00000267472	8	4	8	0	ARHGAP27P2
ENSG00000269392	7	6	5	2	AC008655.2
ENSG00000273302	1	9	5	5	AC016747.3
ENSG00000243323	13	1	4	2	PTPRVP
ENSG00000214973	3	5	6	6	CHCHD3P3
ENSG00000240303	4	5	1	10	ACAD11
ENSG00000284726	5	3	4	8	AL109936.6
ENSG00000157654	1	7	10	2	PALM2-AKAP2
ENSG00000259404	11	9	0	0	EFL1P1
ENSG00000227295	4	3	8	5	ELL2P1
ENSG00000228212	4	9	3	4	OFD1P17
ENSG00000256037	4	3	8	5	MRPL40P1
ENSG00000279762	4	11	4	1	AC005899.8
ENSG00000235908	4	3	3	10	RHOA-IT1
ENSG00000231346	1	4	12	3	LINC01160
ENSG00000275709	13	7	0	0	AC090527.3
ENSG00000225569	4	8	4	4	CCT4P2
ENSG00000271580	7	9	2	2	AL583832.1
ENSG00000227725	4	6	2	8	GCOM2
ENSG00000267498	9	5	4	2	AC007786.1
ENSG00000168412	1	2	11	6	MTNR1A
ENSG00000255647	7	7	0	6	AC093510.1
ENSG00000156509	11	3	2	4	FBXO43
ENSG00000259570	3	3	8	6	AC243562.1
ENSG00000227344	3	5	5	7	HAUS6P1
ENSG00000265018	5	12	1	2	AGAP12P
ENSG00000277572	2	13	5	0	RF01518
ENSG00000253908	5	9	0	6	AC104115.2
ENSG00000278834	6	7	5	2	AC073508.3
ENSG00000244332	10	7	1	2	AL138759.1
ENSG00000259083	6	5	6	3	AL132639.3
ENSG00000264350	1	8	7	4	SNRPGP2
ENSG00000138395	2	5	4	9	CDK15
ENSG00000179219	2	6	10	2	LINC00311
ENSG00000150275	9	4	4	3	PCDH15
ENSG00000174403	11	4	5	0	MIR1-1HG-AS1
ENSG00000229370	3	5	7	5	AC073062.1
ENSG00000141338	5	4	5	6	ABCA8
ENSG00000101082	7	9	3	1	SLA2
ENSG00000265112	9	2	4	5	MIR3153
ENSG00000258949	6	5	0	9	AL049870.3
ENSG00000212124	7	2	5	6	TAS2R19
ENSG00000240875	11	4	0	5	LINC00886
ENSG00000179603	1	5	2	12	GRM8
ENSG00000253284	1	8	8	3	AC092828.1
ENSG00000225080	6	3	5	6	PFN1P4
ENSG00000225554	2	6	6	6	AL359764.1
ENSG00000273951	7	1	4	8	AL031667.3
ENSG00000280836	2	14	3	1	AL355480.1
ENSG00000227718	9	1	6	4	AC016730.1
ENSG00000285077	5	3	7	5	ARHGAP11B
ENSG00000252361	8	5	5	2	RNU6-118P
ENSG00000213304	3	3	9	5	AC008481.2
ENSG00000038295	4	5	8	3	TLL1
ENSG00000271983	5	2	5	8	AC023302.1
ENSG00000276853	0	6	13	1	AC026124.2
ENSG00000161270	5	4	2	9	NPHS1
ENSG00000267122	2	5	7	6	AC004490.1
ENSG00000252498	0	14	1	5	RNU6-1016P
ENSG00000254671	9	4	4	3	STT3A-AS1
ENSG00000206921	6	6	6	2	RNU6-481P
ENSG00000250999	6	4	8	2	AC136604.3
ENSG00000205143	1	4	11	4	ARID3C
ENSG00000174898	12	6	0	2	CATSPERD
ENSG00000120949	6	9	4	1	TNFRSF8
ENSG00000262358	2	4	8	6	AC116914.1
ENSG00000227740	11	6	3	0	AL513329.1
ENSG00000135973	3	4	1	12	GPR45
ENSG00000064787	14	2	2	2	BCAS1
ENSG00000213976	4	6	3	7	AC010615.1
ENSG00000136449	6	5	5	4	MYCBPAP
ENSG00000228791	4	7	4	5	THRB-AS1
ENSG00000183977	5	3	4	8	PP2D1
ENSG00000225152	10	5	0	5	AL160290.1
ENSG00000227848	7	4	8	1	SUCLA2-AS1
ENSG00000175899	1	9	2	8	A2M
ENSG00000261588	4	11	4	1	AC093249.4
ENSG00000267742	5	5	5	5	FAM60CP
ENSG00000260211	3	6	3	8	AC139426.1
ENSG00000262663	2	7	5	6	AC087222.1
ENSG00000205790	5	3	8	4	DPP9-AS1
ENSG00000233330	1	5	9	5	AL078581.1
ENSG00000237766	2	6	3	9	GGTA2P
ENSG00000236780	14	5	1	0	LINC01829
ENSG00000199476	2	5	2	11	RF00019
ENSG00000261775	8	9	0	3	AC012435.2
ENSG00000227962	5	10	1	4	AL391994.1
ENSG00000183773	12	3	3	2	AIFM3
ENSG00000250938	13	4	1	2	AC108866.1
ENSG00000262165	13	6	0	1	AC233723.1
ENSG00000273032	8	1	4	6	DGCR9
ENSG00000227253	5	8	5	1	AL158834.2
ENSG00000282393	7	6	3	3	AC016588.2
ENSG00000233690	6	4	1	8	EBAG9P1
ENSG00000254016	1	6	5	7	ALG1L10P
ENSG00000269889	10	0	5	4	AC078802.1
ENSG00000108255	9	0	4	6	CRYBA1
ENSG00000237978	6	1	12	0	KCNMB2-AS1
ENSG00000275084	5	13	0	1	SNORD91B
ENSG00000215277	3	7	0	9	RNF212B
ENSG00000105609	19	0	0	0	LILRB5
ENSG00000225259	6	2	8	3	ST13P6
ENSG00000230310	5	9	1	4	AC010422.1
ENSG00000241217	2	5	4	8	RN7SL809P
ENSG00000175147	3	7	4	5	TMEM51-AS1
ENSG00000169583	4	12	0	3	CLIC3
ENSG00000054938	4	5	4	6	CHRDL2
ENSG00000228172	9	10	0	0	AL020996.1
ENSG00000285035	3	6	5	5	AC091057.6
ENSG00000272223	14	2	0	3	AL136304.1
ENSG00000276255	5	6	3	5	AL136379.1
ENSG00000136881	11	2	3	3	BAAT
ENSG00000265975	0	10	5	4	AC002091.1
ENSG00000260331	5	6	4	4	AC079148.1
ENSG00000137869	1	13	2	3	CYP19A1
ENSG00000234648	1	7	7	4	AL162151.2
ENSG00000186150	6	2	7	4	UBL4B
ENSG00000254866	8	2	5	4	DEFB109D
ENSG00000262481	9	7	0	3	TMEM256-PLSCR3
ENSG00000109321	6	2	7	4	AREG
ENSG00000273289	0	10	5	4	AL121672.3
ENSG00000262075	10	2	3	4	AC174065.1
ENSG00000254907	2	11	4	2	AC087276.2
ENSG00000226359	2	8	4	5	ACTG1P24
ENSG00000186714	4	4	10	1	CCDC73
ENSG00000273175	5	9	4	1	BX323046.1
ENSG00000285000	4	8	0	7	AC008581.2
ENSG00000155011	4	0	6	9	DKK2
ENSG00000278966	8	6	2	3	AL031602.1
ENSG00000165197	7	0	7	5	VEGFD
ENSG00000227006	6	5	2	6	AL136988.2
ENSG00000279989	11	3	3	2	AC011815.3
ENSG00000283913	4	11	3	1	AL512662.2
ENSG00000253230	3	0	2	14	LINC00599
ENSG00000230583	9	6	4	0	GTF2IRD1P1
ENSG00000082126	11	4	4	0	MPP4
ENSG00000283423	5	2	5	7	AC109462.3
ENSG00000124493	5	4	9	1	GRM4
ENSG00000255046	5	8	5	1	AC069185.1
ENSG00000232027	2	0	6	11	AL671986.1
ENSG00000244292	13	5	0	1	OR9N1P
ENSG00000254340	12	7	0	0	AC022784.7
ENSG00000232936	8	4	7	0	AL157400.2
ENSG00000278514	6	2	4	7	AC068831.6
ENSG00000196990	5	1	5	8	FAM163B
ENSG00000234450	4	10	3	2	AC005534.2
ENSG00000272797	15	1	2	1	AC092954.1
ENSG00000240854	3	4	5	7	AC117409.1
ENSG00000272459	3	10	6	0	AC139795.3
ENSG00000151364	9	7	1	2	KCTD14
ENSG00000266389	4	11	1	3	AC002091.2
ENSG00000275191	9	2	4	4	AC007497.1
ENSG00000261678	4	3	3	9	SCRT1
ENSG00000162344	4	7	2	6	FGF19
ENSG00000185689	3	8	5	3	C6orf201
ENSG00000244676	10	6	3	0	AL109761.1
ENSG00000268903	0	18	1	0	AL627309.6
ENSG00000259224	3	7	5	4	SLC35G6
ENSG00000275091	6	2	8	3	AC022098.4
ENSG00000251604	1	5	10	3	LINC01385
ENSG00000214199	0	3	15	1	EEF1A1P12
ENSG00000142661	3	1	4	11	MYOM3
ENSG00000273091	7	4	8	0	AP000255.1
ENSG00000152822	4	8	0	7	GRM1
ENSG00000236266	15	4	0	0	Z98884.1
ENSG00000279801	2	9	3	5	AC111170.3
ENSG00000267673	7	9	3	0	FDX2
ENSG00000183671	1	1	10	7	GPR1
ENSG00000163995	7	2	8	2	ABLIM2
ENSG00000249502	3	7	5	4	AC006160.1
ENSG00000178412	0	7	9	3	AC068473.1
ENSG00000220008	5	4	8	2	LINGO3
ENSG00000267898	3	13	2	1	AC026803.2
ENSG00000229052	1	7	7	4	AL449283.1
ENSG00000212175	5	2	3	9	RF00586
ENSG00000228507	6	5	2	6	DAP3P2
ENSG00000253210	5	6	6	2	AC040970.1
ENSG00000272588	6	5	5	3	AC139887.4
ENSG00000274351	9	4	3	3	AL137000.1
ENSG00000260280	9	5	2	3	SLX1B-SULT1A4
ENSG00000254207	7	3	5	4	AC100797.1
ENSG00000019186	3	2	10	4	CYP24A1
ENSG00000143520	1	9	3	6	FLG2
ENSG00000225693	8	3	4	4	LAGE3P1
ENSG00000265148	3	1	11	4	TSPOAP1-AS1
ENSG00000272509	6	3	3	7	AC087752.4
ENSG00000240695	1	2	3	13	AC117382.1
ENSG00000249207	8	5	4	2	AC079921.1
ENSG00000272911	8	7	0	4	AC005696.3
ENSG00000205863	4	6	5	4	C1QTNF9B
ENSG00000229999	4	7	4	4	AL022238.2
ENSG00000254911	1	4	5	9	SCARNA9
ENSG00000246379	2	5	3	9	AC007495.1
ENSG00000252422	9	0	4	6	RNA5SP476
ENSG00000270052	8	2	6	3	BX546450.2
ENSG00000196569	4	3	7	5	LAMA2
ENSG00000231993	8	4	4	3	EP300-AS1
ENSG00000111262	1	4	5	9	KCNA1
ENSG00000232303	5	6	6	2	DFFBP1
ENSG00000229848	2	7	2	8	AC139149.1
ENSG00000254788	3	5	3	8	CKLF-CMTM1
ENSG00000154485	0	6	11	2	MMP21
ENSG00000273248	0	10	8	1	AC010997.5
ENSG00000234492	4	5	3	7	RPL34-AS1
ENSG00000259915	8	5	2	4	AC017071.1
ENSG00000233483	2	6	9	2	AC008105.2
ENSG00000275329	13	3	0	3	AL138781.2
ENSG00000166159	0	10	6	3	LRTM2
ENSG00000200693	9	1	5	4	RF00012
ENSG00000244515	0	5	4	10	KRT18P34
ENSG00000109163	6	2	2	9	GNRHR
ENSG00000226668	8	5	2	4	AL136981.1
ENSG00000242607	8	1	8	2	RPS3AP34
ENSG00000257191	6	7	1	5	AC090709.1
ENSG00000203441	2	4	8	5	LINC00449
ENSG00000255129	6	4	5	4	AP000880.1
ENSG00000231830	7	7	4	1	AC245140.1
ENSG00000123338	0	12	3	4	NCKAP1L
ENSG00000241458	2	10	6	1	RPL7P19
ENSG00000270659	3	8	5	3	AC079610.2
ENSG00000251023	10	4	3	2	AC114980.1
ENSG00000232300	4	7	2	6	FAM215B
ENSG00000186265	10	4	2	3	BTLA
ENSG00000231006	5	7	4	3	RPL7P32
ENSG00000167178	6	4	7	2	ISLR2
ENSG00000271384	13	5	1	0	AL161729.3
ENSG00000279370	11	3	3	2	AC004777.1
ENSG00000179141	11	5	1	2	MTUS2-AS1
ENSG00000092529	7	5	3	4	CAPN3
ENSG00000233956	2	10	4	3	BTF3P6
ENSG00000262155	9	4	0	6	LINC02175
ENSG00000155026	2	8	8	1	RSPH10B
ENSG00000274554	4	5	4	6	AC083806.2
ENSG00000262583	3	5	3	8	AC009163.5
ENSG00000244791	1	9	6	3	AC087667.1
ENSG00000254556	1	9	0	9	AF131215.2
ENSG00000236358	5	4	3	7	AL355472.3
ENSG00000224727	9	6	0	4	FCF1P7
ENSG00000108950	3	9	5	2	FAM20A
ENSG00000250075	5	8	6	0	AC104806.2
ENSG00000263201	13	2	1	3	DPEP2NB
ENSG00000091010	7	6	1	5	POU4F3
ENSG00000274751	8	3	6	2	AC120498.9
ENSG00000273593	2	11	2	4	MIR7160
ENSG00000200152	4	6	5	4	RNU6-216P
ENSG00000234230	8	1	5	5	ZFX-AS1
ENSG00000069812	2	4	11	2	HES2
ENSG00000110195	2	0	10	7	FOLR1
ENSG00000250731	6	3	5	5	TPM3P6
ENSG00000188383	9	4	1	5	GPAT2P2
ENSG00000257179	5	1	12	1	HMGN2P6
ENSG00000277741	2	8	4	5	GOLGA6L17P
ENSG00000279632	3	6	3	7	AP003108.4
ENSG00000261744	1	11	0	7	AC116552.1
ENSG00000214946	8	3	6	2	TBC1D26
ENSG00000179913	0	4	15	0	B3GNT3
ENSG00000266313	3	7	2	7	AC026254.2
ENSG00000268743	4	8	1	6	AC008737.1
ENSG00000179133	0	7	7	5	C10orf67
ENSG00000267319	8	6	2	3	SELENOKP1
ENSG00000185269	2	3	10	4	NOTUM
ENSG00000255337	8	7	2	2	AP001830.1
ENSG00000215861	3	10	3	2	AC245297.1
ENSG00000267731	5	7	1	5	AC005332.3
ENSG00000162592	3	8	7	0	CCDC27
ENSG00000228948	9	3	1	5	SLC25A6P5
ENSG00000237418	6	3	8	1	AC069257.2
ENSG00000254013	4	8	2	4	MAP2K1P1
ENSG00000127241	7	3	4	4	MASP1
ENSG00000272944	0	1	11	6	AC079834.2
ENSG00000201544	3	5	6	4	SNORA16B
ENSG00000257261	4	10	3	1	AC008014.1
ENSG00000241622	9	1	1	7	RARRES2P1
ENSG00000270248	4	8	4	2	AC011468.4
ENSG00000103313	3	8	4	3	MEFV
ENSG00000255867	4	3	6	5	DENND5B-AS1
ENSG00000199933	7	9	1	1	RNY1P16
ENSG00000105369	5	6	3	4	CD79A
ENSG00000223875	10	1	0	7	NBEAP3
ENSG00000162998	9	4	1	4	FRZB
ENSG00000257252	9	4	3	2	AC124947.1
ENSG00000165807	4	7	2	5	PPP1R36
ENSG00000113073	5	8	5	0	SLC4A9
ENSG00000155749	7	8	0	3	ALS2CR12
ENSG00000283757	7	5	3	3	AL031686.1
ENSG00000223549	1	11	2	4	MTND5P28
ENSG00000244588	13	1	3	1	RAD21L1
ENSG00000105383	8	8	0	2	CD33
ENSG00000223663	2	9	6	1	NDUFB4P8
ENSG00000279507	7	3	8	0	AC112484.4
ENSG00000235530	2	11	1	4	AC087294.1
ENSG00000280486	6	8	1	3	AC005329.3
ENSG00000143921	8	8	1	1	ABCG8
ENSG00000232656	2	2	3	11	IDI2-AS1
ENSG00000265943	3	2	5	8	AC090912.1
ENSG00000148488	7	0	5	6	ST8SIA6
ENSG00000134398	7	8	0	3	ERN2
ENSG00000201264	8	4	0	6	SNORD73B
ENSG00000273321	7	5	3	3	AC023983.2
ENSG00000188242	12	2	3	1	AC010442.1
ENSG00000138119	3	3	6	6	MYOF
ENSG00000186642	3	2	7	6	PDE2A
ENSG00000276533	9	0	5	4	AC018926.2
ENSG00000102195	6	4	1	7	GPR50
ENSG00000259066	14	3	0	1	AL110118.2
ENSG00000236484	10	4	4	0	RRM2P2
ENSG00000261202	8	6	2	2	Z83847.1
ENSG00000219693	9	5	3	1	FGF7P8
ENSG00000257545	2	6	3	7	AC079385.1
ENSG00000226746	4	5	4	5	SMCR5
ENSG00000180061	5	9	1	3	TMEM150B
ENSG00000265107	0	4	6	8	GJA5
ENSG00000142233	8	1	7	2	NTN5
ENSG00000273447	0	2	10	6	AC004067.1
ENSG00000262678	0	7	2	9	AC004771.5
ENSG00000225706	3	0	11	4	PTPRD-AS1
ENSG00000268307	0	13	4	1	LINC02560
ENSG00000231741	8	9	0	1	AL353743.3
ENSG00000172971	17	1	0	0	UNC93B3
ENSG00000229739	9	0	3	6	AL596220.1
ENSG00000166148	1	3	9	5	AVPR1A
ENSG00000267117	8	6	4	0	AC010525.1
ENSG00000162877	3	8	3	4	PM20D1
ENSG00000224106	5	6	3	4	CYP4F25P
ENSG00000230393	0	10	5	3	AC092667.1
ENSG00000237624	11	1	6	0	OXCT2P1
ENSG00000264188	4	10	2	2	AC106037.1
ENSG00000250641	3	0	5	10	LY6G6F-LY6G6D
ENSG00000204482	3	9	4	2	LST1
ENSG00000265185	6	6	6	0	SNORD3B-1
ENSG00000273063	6	8	1	3	AC007250.1
ENSG00000272087	0	7	9	2	AC080013.4
ENSG00000265542	12	3	0	3	AC015845.2
ENSG00000260782	2	4	5	7	AC007225.1
ENSG00000271002	7	3	6	2	AC129492.5
ENSG00000197852	2	8	4	4	FAM212B
ENSG00000225385	3	6	4	5	AL353572.1
ENSG00000270277	4	3	8	3	AC009948.3
ENSG00000278463	12	3	1	2	HIST1H2AB
ENSG00000074966	8	5	0	5	TXK
ENSG00000237903	3	4	11	0	AC004000.1
ENSG00000130988	6	7	3	2	RGN
ENSG00000233757	2	6	2	8	AC092835.1
ENSG00000240135	1	3	8	6	PSMD12P
ENSG00000162552	7	8	0	3	WNT4
ENSG00000272416	8	7	2	1	AC025175.1
ENSG00000232977	0	7	7	4	LINC00327
ENSG00000219410	3	5	0	10	AC125494.1
ENSG00000100095	0	0	7	11	SEZ6L
ENSG00000225527	4	9	3	2	AL450384.1
ENSG00000205334	5	6	4	3	LINC01460
ENSG00000019582	3	6	6	3	CD74
ENSG00000213221	2	6	4	6	DNLZ
ENSG00000135077	13	5	0	0	HAVCR2
ENSG00000285212	3	3	8	4	AL009178.3
ENSG00000252821	4	3	6	5	RNU6-388P
ENSG00000188921	8	2	4	4	HACD4
ENSG00000265010	5	9	0	4	AC087301.1
ENSG00000254166	4	5	1	8	CASC19
ENSG00000225766	4	6	2	6	DHRS4L1
ENSG00000230071	2	9	3	4	RPL4P6
ENSG00000271367	4	4	6	4	AL034374.1
ENSG00000267567	2	6	4	6	AC008736.2
ENSG00000279357	9	4	4	1	AC007224.2
ENSG00000254593	12	4	1	1	OR7E126P
ENSG00000232903	9	3	2	4	LINC01166
ENSG00000276926	1	5	8	4	MIR6797
ENSG00000265190	13	1	2	2	ANXA8
ENSG00000235627	1	13	1	3	SNRPFP4
ENSG00000103184	9	1	2	6	SEC14L5
ENSG00000270115	3	7	5	3	AL513327.3
ENSG00000056291	1	7	5	5	NPFFR2
ENSG00000253024	2	10	1	5	RNU6-1238P
ENSG00000168148	8	8	1	1	HIST3H3
ENSG00000225082	10	4	2	2	DAP3P1
ENSG00000279949	2	9	2	5	AC022784.8
ENSG00000271553	1	5	8	4	AC018638.7
ENSG00000180279	9	7	1	1	LINC01869
ENSG00000258599	1	11	2	4	AL355922.3
ENSG00000232311	8	2	4	4	AL512303.1
ENSG00000219133	7	1	7	3	AL592114.1
ENSG00000267868	2	8	6	2	AL356740.1
ENSG00000196878	7	1	6	4	LAMB3
ENSG00000177483	3	4	6	5	RBM44
ENSG00000269892	1	4	8	5	AC125494.2
ENSG00000231057	8	2	7	1	AC096637.2
ENSG00000254420	14	0	3	1	AP003086.2
ENSG00000281530	0	6	0	12	DGCR12
ENSG00000232613	6	8	1	3	LINC02576
ENSG00000251455	3	6	4	5	AC092611.1
ENSG00000144452	7	9	2	0	ABCA12
ENSG00000224216	0	12	4	2	AC234781.1
ENSG00000270614	7	7	0	4	AC011451.2
ENSG00000148483	7	4	5	2	TMEM236
ENSG00000261614	1	2	8	7	YBX3P1
ENSG00000273233	8	6	2	2	AC097724.1
ENSG00000178636	10	1	4	3	AC092656.1
ENSG00000242325	4	4	4	6	RPS12P31
